id,sku,title,desc,cat,oldprice,price,quantity,image,url,parametr,ins_id,ins_var_id,ebay_id,etsy_id,created_at,updated_at,price_dollar
545,"Нож Корсар, дамасская сталь, рукоять из кости рога лося","Подарочный нож Корсар, дамасская сталь, рукоять из кости рога лося","<p>Сталь: Дамасская</p> <p>Рукоять: Кость рога лося</p> <p>Общая длина, мм 276</p> <p>Длина клинка, мм 153</p> <p>Ширина клинка, мм 38,1</p> <p>Толщина клинка, мм 3,7</p> <p>Длина рукояти, мм 123</p> <p>Толщина рукояти, мм 22,7</p> <p>Твёрдость клинка, HRC 62</p> <p>Производство: Кузница Семина, Россия, г.Ворсма</p>",EBAY,0.0,12000.0,0,https://static-ru.insales.ru/images/products/1/963/445883331/IMG_7693.JPG https://static-ru.insales.ru/images/products/1/704/377389760/nozh_korsar_damask_kost_-700x700.JPG https://static-ru.insales.ru/images/products/1/711/377389767/nozh_korsar_damask_kost__-700x700.JPG https://static-ru.insales.ru/images/products/1/714/377389770/nozh_korsar_damask_kost__1-700x700.JPG https://static-ru.insales.ru/images/products/1/719/377389775/nozh_korsar_damask_kost__2-700x700.JPG https://static-ru.insales.ru/images/products/1/727/377389783/nozh_korsar_damask_kost__4-700x700.JPG https://static-ru.insales.ru/images/products/1/735/377389791/nozh_korsar_damask_kost__5-700x700.JPG https://static-ru.insales.ru/images/products/1/743/377389799/nozh_korsar_damask_kost__6-700x700.JPG https://static-ru.insales.ru/images/products/1/748/377389804/nozh_korsar_damask_kost__7-700x700.JPG https://static-ru.insales.ru/images/products/1/3454/449228158/IMG_8073.JPG,https://kusnica.ru/product_by_id/216448716,"Производитель:Кузница Сёмина --- Твердость стали по HRC:62 --- Длина клинка:15,3 --- Марка стали:Дамасская сталь --- Общая длина:276 мм --- Толщина клинка:3,7 мм --- Чехол:Кожа --- Фирма производитель:Мастерская Семина --- Страна:Россия --- Тип:Нож туристический --- Цена EBAY:195",216448716,368444102,,,2021-12-21 15:31:45 UTC,2021-12-21 15:41:52 UTC,195.0
