SKU,Localized For,Title,Product Description,Condition,List Price,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19
216407864,en_US,Складной нож CRKT Columbia River R3801 LCK,"",NEW,3000.0,https://static-ru.insales.ru/images/products/1/6579/377321907/21773290a43e208b976aa90696042866-700x700.jpg,https://static-ru.insales.ru/images/products/1/6585/377321913/78773b2cb892d37ffe66a2e3b0949c72-700x700.jpg,https://static-ru.insales.ru/images/products/1/6589/377321917/6b7e4b24eef17834639188cff64e7dc4-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,84 мм,Материал рукояти,Glass Reinforced Nylon,Общая длина,190 мм,Толщина клинка,"3,2 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407497,en_US,Полуавтоматический нож Benchmade модель 477 Osborne,"",NEW,21920.0,https://static-ru.insales.ru/images/products/1/5835/377321163/7af36d0d32a86b4a397cf50a7e185f59-700x700.jpg,https://static-ru.insales.ru/images/products/1/5840/377321168/6f92047731df1f2e1e30a00bb43bd9dc-700x700.jpg,"","","","","","","","",Твердость стали по HRC,58-60,Длина клинка,88 мм,Марка стали,CPM-S30V,Материал рукояти,Алюминий,Общая длина,203 мм,Толщина клинка,"2,5 мм",Длина в закрытом состоянии,116 мм,Фирма производитель,Benchmade,Страна,США,Вес,112 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Axis-Lock (Аксис-Лок),Дизайн,Warren Osborne (Уоррен Осборн),Твёрдость,58-60 HRC,,,,,,,,,,
216407512,en_US,Складной нож Boker Plus 01BO890 Nori G10,"",NEW,6260.0,https://static-ru.insales.ru/images/products/1/5878/377321206/579f43a841ba9899114ffa8c73da771f-700x700.jpg,https://static-ru.insales.ru/images/products/1/5883/377321211/01b944b3daa3a72148694dad6c4f7da1-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Чёрный G10,Общая длина,180 мм,Толщина клинка,"1,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407536,en_US,Складной нож Boker Plus 01BO891 Nori CF,"",NEW,7720.0,https://static-ru.insales.ru/images/products/1/5940/377321268/482df5840c2af956c8e84d8171fedbbf-700x700.jpg,https://static-ru.insales.ru/images/products/1/5942/377321270/66290744c7aefda5f8dc64684948ceb7-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Карбон,Общая длина,180 мм,Толщина клинка,"1,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407571,en_US,Американский складной нож Benchmade 1000001 Volli,"",NEW,18850.0,https://static-ru.insales.ru/images/products/1/6006/377321334/7899a5640a0960b861bd47c1f92bd861-700x700.jpg,https://static-ru.insales.ru/images/products/1/6011/377321339/70e7ba5e0ee648221068a59643c7be78-700x700.jpg,"","","","","","","","",Твердость стали по HRC,58-60,Длина клинка,83 мм,Марка стали,CPM-S30V,Материал рукояти,Чёрный текстурированный G10,Общая длина,198 мм,Толщина клинка,"2,5 мм",Длина в закрытом состоянии,112 мм,Фирма производитель,Benchmade,Страна,США,Вес,121 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Axis-Lock (Аксис-Лок),Дизайн,Warren Osborne (Уоррен Осборн),Твёрдость,58-60 HRC,,,,,,,,,,
216407763,en_US,Автоматический нож Boker 06EX201 Lhotak Eagle,"<p><span>Производитель: Boker Германия</span></p> <p><span>Страна изготовитель: Тайвань<br />Нож с автоматическим открытием/закрытием клинка<br />Общая длина: 21,0 см.<br />Длина клинка: 8,5 см.<br />Толщина клинка: 3,0 мм<br />Вес: 98 гр<br />Материал лезвия: 440C 58 HRC<br />Материал рукоятки: Алюминий<br />Тип: OTF Out of the Front<br />Дизайнер: Raimund Lhotak</span></p>",NEW,6000.0,https://static-ru.insales.ru/images/products/1/6391/377321719/f4b93659a1a9c89e8a0c31054707227a-700x700.jpg,https://static-ru.insales.ru/images/products/1/6397/377321725/9da64d116b4f3b14792dd4b7e8745f52-700x700.jpg,https://static-ru.insales.ru/images/products/1/6400/377321728/41134e3f4e602b85db531c1f3d596f4d-700x700.jpg,"","","","","","","",Производитель,Boker,Длина клинка,85 мм,Материал рукояти,Алюминий,Общая длина,210 мм,Толщина клинка,"3,0 мм",Фирма производитель,Boker Plus,Вес,98 гр,Обработка клинка,Two-tone finish,Фиксатор клинка,замок Out-the-Front Double Auto,Дизайн,Raimund Lhotak,,,,,,,,,,,,,,,,,,
216407851,en_US,Нож BUCK 0365BKS Rival II,"<font>Производитель: BUCK СШАДлина клинка: 7,9 см.<br>Толщина клинка: 3 мм.<br>Материал лезвия: Сталь 420HC<br>Материал рукояти: термопластик<br>Вес: 59,53 гр.<br>Комплектация: металлическая клипса<br></font>",NEW,2530.0,https://static-ru.insales.ru/images/products/1/6561/377321889/646d5db72e8a61900c2c1ad107f89421-700x700.jpg,"","","","","","","","","",Производитель,Buck,Длина клинка,79 мм,Материал рукояти,Injection Molded Nylon,Общая длина,189 мм,Толщина клинка,"3,1 мм",Фирма производитель,BUCK,Страна,США,Вес,60 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Back-Lock,,,,,,,,,,,,,,,,,,
216407291,en_US,"Перочинный нож Victorinox, арт. 1.3603.4 Spartan",<p><span>Производитель: Victorinox ШвейцарияЦвет: зелёный<br />Набор функций:<br />1. Большое лезвие<br />2. Малое лезвие<br />3. Штопор<br />4. Консервный нож с<br />5. - маленькой отвёрткой<br />6. Открывалка для бутылок с<br />7. - отвёрткой<br />8. - инструментом для снятия изоляции<br />9. Шило<br />10. Кольцо для ключей<br />11. Пинцет<br />12. Зубочистка</span></p>,NEW,2030.0,https://static-ru.insales.ru/images/products/1/5390/377320718/b30a84eb9fbca6184d04763f83e03648-700x700.jpg,https://static-ru.insales.ru/images/products/1/5396/377320724/805f350eb27f66bebdaa24bd0eb02ae8-700x700.jpg,https://static-ru.insales.ru/images/products/1/5400/377320728/122b114f5a87cf8f48e9361e9caa1cb6-700x700.jpg,https://static-ru.insales.ru/images/products/1/5403/377320731/d1ad5fe6ebf349e19515644040ec63df-700x700.jpg,https://static-ru.insales.ru/images/products/1/5408/377320736/ec84a370621d928c30c388e5a5021481-700x700.jpg,https://static-ru.insales.ru/images/products/1/5413/377320741/90359df04e6bb01f244c0def32de405e-700x700.jpg,https://static-ru.insales.ru/images/products/1/5416/377320744/85740feb01420b119306654c625458f0-700x700.jpg,"","","",Производитель,Victorinox,Материал рукояти,Пластик,Длина в закрытом состоянии,91 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407599,en_US,Складной нож CRKT Columbia River M21-04G G10 Folder,"",NEW,6750.0,https://static-ru.insales.ru/images/products/1/6061/377321389/d92a3f1e8e2333d5ab31093d8c191a35-700x700.jpg,https://static-ru.insales.ru/images/products/1/6065/377321393/55860e44954a935257327c8c22cf4f4a-700x700.jpg,https://static-ru.insales.ru/images/products/1/6068/377321396/85bae707268d0e24150ba2f0356d22b5-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,98 мм,Материал рукояти,Чёрный G10,Общая длина,235 мм,Толщина клинка,"3,4 мм",Обработка клинка,Титановое покрытие,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407486,en_US,Автоматический нож Boker Plus 01BO950 Kihon Auto Stonewash,"",NEW,5170.0,https://static-ru.insales.ru/images/products/1/5814/377321142/ec93993113f3acb38b7987d477201ad0-700x700.jpg,https://static-ru.insales.ru/images/products/1/5821/377321149/9d36ecb1d3b13c02d1078a2e40d735e2-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Алюминий,Общая длина,195 мм,Толщина клинка,"2,9 мм",Обработка клинка,Stonewash,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407785,en_US,Выкидной нож Pro-Tech Cambria Flipper Proto,"<p><span>Производитель: Pro-Tech СШАСтрана изготовитель: США<br />Общая длина: 19,7 см.<br />Длина клинка: 8,9 см.<br />Толщина клинка: 3,3 мм.<br />Материал клинка: 154CM ( 59-61 HRc ), обработка StoneWash<br />Форма клинка: Drop Point<br />Система открытия: ручная<br />Тип замка: Button Lock<br />Длина рукояти: 10,8 см.<br />Толщина рукояти: 1,2 см.<br />Материал рукояти: авиационный алюминий<br />Материал вставки: клён Maple<br />Вес: 94,4 гр.<br />Металлическая клипса: для праворуких, кончиком вверх</span></p>",NEW,29030.0,https://static-ru.insales.ru/images/products/1/6434/377321762/6006c06dab04c8145797261c137acb63-700x700.jpg,https://static-ru.insales.ru/images/products/1/6442/377321770/204d2c8467cbd96c32ee238396b122fd-700x700.jpg,https://static-ru.insales.ru/images/products/1/6445/377321773/b277ababefea409329d7e2388fba8e67-700x700.jpg,https://static-ru.insales.ru/images/products/1/6448/377321776/88bb5a7155eefe037f1858067438cead-700x700.jpg,https://static-ru.insales.ru/images/products/1/6453/377321781/19b0a780cdf38f786996eb302c1888ee-700x700.jpg,https://static-ru.insales.ru/images/products/1/6459/377321787/faae11e8a1d69ef96acc4dedac0d4791-700x700.jpg,https://static-ru.insales.ru/images/products/1/6465/377321793/01b5e9698ef75d3170a71b1c90d0e4b9-700x700.jpg,"","","",Производитель,Pro-Tech,Длина клинка,89 мм,Материал рукояти,"Алюминий, кап клёна",Общая длина,197 мм,Толщина клинка,"3,3 мм",Фирма производитель,Pro-Tech,Страна,США,Вес,94 гр,Обработка клинка,Stonewash,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,
216407783,en_US,Выкидной нож автоматический Pro-Tech GODSON 721SF,"<p><span style=""font-size: 14pt;"">Производитель: Pro-Tech СШАGodson. Ожидаемаяуменьшенная версия популярного автоматического ножа Godfather.Итальянское вдохновение и американские инновации создали еще одинпревосходный автоматический нож. Как и оригинальный Godfather, Godsonбудет выпускаться в самых разных вариантах и с использованиемразнообразных материалов. <br />Общая длина: 19,20 см<br />Длина клинка: 8 см<br />Вес: 89,60 г.""</span></p>",NEW,19480.0,https://static-ru.insales.ru/images/products/1/6429/377321757/3d2373ea66b2bcb97548c383702c79bd-700x700.jpg,"","","","","","","","","",Производитель,Pro-Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407280,en_US,"Складной нож Ласка-Б, ХВ5 алмазка, черный граб","",NEW,5200.0,https://static-ru.insales.ru/images/products/1/5367/377320695/laska_b_almaska_fursach_1-700x700.JPG,https://static-ru.insales.ru/images/products/1/5373/377320701/laska_b_almaska_fursach_3-700x700.JPG,https://static-ru.insales.ru/images/products/1/5376/377320704/laska_b_almaska_fursach_2-700x700.JPG,https://static-ru.insales.ru/images/products/1/5378/377320706/laska_b_almaska_fursach_4-700x700.JPG,https://static-ru.insales.ru/images/products/1/5385/377320713/laska-m_damask_fursach_5-700x700.JPG,"","","","","",Артикул Поставщика,"Складной нож Ласка-Б, ХВ5 алмазка, черный граб",Твердость стали по HRC,64,Длина рукояти,120,Длина клинка,105,Марка стали,ХВ5 алмазка,Материал рукояти,черный граб,Общая длина,225,Толщина клинка,2.7- 2.9,Чехол,натуральная кожа,Фирма производитель,Фурсач А.А.,Страна,Россия,Ширина,23,Тип,Нож туристический,Конструкция,Травмобезопасная,,,,,,,,,,
216407705,en_US,Автоматический нож Boker 06EX211 Lhotak Falcon,"<p><span>Производитель: Boker Германия</span></p> <p><span>Страна изготовитель: Тайвань<br />Нож с автоматическим открытием/закрытием клинка<br />Общая длина: 21,0 см.<br />Длина клинка: 8,5 см.<br />Толщина клинка: 3,0 мм<br />Вес: 98 гр<br />Материал лезвия: 440C 58 HRC<br />Материал рукоятки: Алюминий<br />Тип: OTF Out of the Front<br />Дизайнер: Raimund Lhotak</span></p>",NEW,8990.0,https://static-ru.insales.ru/images/products/1/6305/377321633/0a48bb0987abb4ae5b336f741ad3a99e-700x700.jpg,https://static-ru.insales.ru/images/products/1/6310/377321638/0cc4694a380dfd7b3444fa5baf56a5e7-700x700.jpg,https://static-ru.insales.ru/images/products/1/6313/377321641/62d8e32aea2f6e0cc15341ca5920da32-700x700.jpg,https://static-ru.insales.ru/images/products/1/6320/377321648/ecb37a9583e51c13de4d3e7e00749e82-700x700.jpg,https://static-ru.insales.ru/images/products/1/6324/377321652/6d11d05ad98993c951007a8d9ee27fd0-700x700.jpg,https://static-ru.insales.ru/images/products/1/6326/377321654/1ce3b2cebf4715217fc52f8812b988e4-700x700.jpg,"","","","",Производитель,Boker,Длина клинка,85 мм,Материал рукояти,Алюминий,Общая длина,210 мм,Толщина клинка,"3,0 мм",Фирма производитель,Boker Plus,Вес,98 гр,Обработка клинка,Two-tone finish,Фиксатор клинка,замок Out-the-Front Double Auto,Дизайн,Raimund Lhotak,,,,,,,,,,,,,,,,,,
216407347,en_US,"Нож складной с фиксатором Снайпер, сталь 95х18, венге, Медтех","<p style=""box-sizing: border-box; margin: 0px 0px 15px; padding: 0px; font-family: blisspro-regular; font-size: 14px;"">&nbsp;</p> <p style=""box-sizing: border-box; margin: 0px 0px 15px; padding: 0px; font-family: blisspro-regular; font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000; font-size: 14pt;"">Нож выкидной из стали с рукоятью из эбенового дерева. Полуавтоматический нож с боковым выбросом клинка. Клинок копьевидной формы с односторонней заточкой. </span></p> <p style=""box-sizing: border-box; margin: 0px 0px 15px; padding: 0px; font-family: blisspro-regular; font-size: 14px;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000; font-size: 14pt;"">Характеристики:</span></p> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Производитель:<span style=""white-space: pre;""> </span>Медтех</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Марка стали:<span style=""white-space: pre;""> </span></span><span style=""color: #000000; font-family: arial, helvetica, sans-serif; white-space: pre;"">95х18</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Тип ножа:<span style=""white-space: pre;""> </span>Выкидной нож</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Общая длина (мм)<span style=""white-space: pre;""> </span>200</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Длина клинка (мм)<span style=""white-space: pre;""> </span>80</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Материал рукояти:<span style=""white-space: pre;""> </span>венге</span></span></div> <div><span style=""font-size: 14pt;""><span style=""font-family: arial, helvetica, sans-serif; color: #000000;"">Чехол: нет</span></span></div>",NEW,3500.0,https://static-ru.insales.ru/images/products/1/5148/491852828/b9ec9c18a295acd2181cd170a78d7c12-700x700.jpg,https://static-ru.insales.ru/images/products/1/5142/491852822/34a1819d85edb79286719e3c05590fbd-700x700.jpg,https://static-ru.insales.ru/images/products/1/5143/491852823/73c7a0b9bd0534ed95916e3e4cedcb8a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5144/491852824/787b15a91c3067926b390bf1b810fbc4-700x700.jpg,https://static-ru.insales.ru/images/products/1/5145/491852825/52832bb44272685b4adbb78800f6e3cb-700x700.jpg,"","","","","",Артикул Поставщика,Снайпер,Твердость стали по HRC,56-58,Длина клинка,8,Марка стали,95Х18,Материал рукояти,венге,Общая длина,200,Чехол,нет,Фирма производитель,МедТех,Тип,Нож туристический,,,,,,,,,,,,,,,,,,,,
216407374,en_US,Автоматический нож 01MB278 Magnum by Boker Sicilian Needle Dark Wood Stiletto,"",NEW,2870.0,https://static-ru.insales.ru/images/products/1/5573/377320901/b-boker_01mb278_sicilian_needle_dark-700x700.jpg,https://static-ru.insales.ru/images/products/1/5578/377320906/fc3009a9c1e799997ad31ced0720e241-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,82 мм,Материал рукояти,"Ламинированная древесина, не",Общая длина,194 мм,Толщина клинка,"2,7 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407527,en_US,Складной нож Cold Steel 23JD Double Safe Hunter,<p><span>Общая длина (мм): 213</span><br /><span>Длина клинка (мм): 89</span><br /><span>Толщина обуха (мм): 3</span><br /><span>Марка стали: 8Cr13MoV</span><br /><span>Тип обработки клинка: Satin</span><br /><span>Длина рукояти (мм): 124</span><br /><span>Материал рукояти: Полимер GFN</span><br /><span>Тип замка: Back-Lock</span><br /><span>Вес (гр): 116</span><br /><span>Материал клипсы: пластик</span><br /><span>Компания производитель: Cold Steel (USA)</span><br /><br /></p>,NEW,3950.0,https://static-ru.insales.ru/images/products/1/2005/491407317/cold-steel-23jb-double-safe-hunter-orange_enl.jpg,https://static-ru.insales.ru/images/products/1/2006/491407318/cold-steel-23jb-double-safe-hunter-orange-1_enl.jpg,https://static-ru.insales.ru/images/products/1/2007/491407319/cold-steel-23jb-double-safe-hunter-orange-2_enl.jpg,https://static-ru.insales.ru/images/products/1/2008/491407320/cold-steel-23jb-double-safe-hunter-orange-3_enl.jpg,https://static-ru.insales.ru/images/products/1/2009/491407321/cold-steel-23jb-double-safe-hunter-orange-4_enl.jpg,"","","","","",Производитель,Cold Steel,Длина клинка,89 мм,Материал рукояти,Glass Filled Nylon,Общая длина,213 мм,Толщина клинка,"3,0 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Tri-Ad-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407647,en_US,Складной нож Cold Steel 27BC Recon 1 Clip,"<p><span>Общая длина: 238 мм</span><br /><span>Длина клинка: 102 мм</span><br /><span>Длина в сложенном виде: 136 мм</span><br /><span>Толщина клинка: 3,5 мм</span><br /><span>Материал клинка: Сталь S35VN</span><br /><span>Твёрдость: 58-59 HRC</span><br /><span>Обработка клинка: DLC (Diamond-Like Coating)</span><br /><span>Фиксация клинка: замок Tri-Ad-Lock (Трай-эд-Лок)</span><br /><span>Материал рукоятки: Чёрный текстурированный G10</span><br /><span>Вес ножа: 150 гр</span><br /><span>Металлическая клипса</span><br /><span>Отверстие в рукояти под темляк</span></p>",NEW,15270.0,https://static-ru.insales.ru/images/products/1/6168/377321496/860fc8e535f91dd8450e4e3198d37f61-700x700.jpg,https://static-ru.insales.ru/images/products/1/6172/377321500/69796b5b33ac97ec1ce553995482eca8-700x700.jpg,https://static-ru.insales.ru/images/products/1/1088/452068416/5120ec9dc267fe455ec3b0ec70f0193d.jpg,https://static-ru.insales.ru/images/products/1/1089/452068417/40983d44b61bd371ea9fd51b82e45774.jpeg,"","","","","","",Производитель,Cold Steel,Длина клинка,102 мм,Материал рукояти,Чёрный G10,Общая длина,238 мм,Толщина клинка,"3,5 мм",Обработка клинка,DLC,Фиксатор клинка,замок Tri-Ad-Lock,,,,,,,,,,,,,,,,,,,,,,,,
